Country,Vlookup value,Year,Year (copy),Anomaly Standardised,CO2 Emissions,Number of Records,Temperature
MNG,MNG1910,1910,1910,-1.111923861,0,1,-1.5890625
MNP,MNP1910,1910,1910,0.001411389,,1,27.35
MOZ,MOZ1910,1910,1910,-0.451447500,0,1,23.14715
MRT,MRT1910,1910,1910,-0.316585556,0,1,27.380283333
MSR,MSR1910,1910,1910,-0.872714444,0,1,24.642516667
MTQ,MTQ1910,1910,1910,-0.584487222,0,1,23.791491667
MUS,MUS1910,1910,1910,0.416526944,0,1,23.088941667
MWI,MWI1910,1910,1910,-0.299717778,0,1,21.529991667
MYS,MYS1910,1910,1910,-0.099404722,0,1,25.082075
MYT,MYT1910,1910,1910,0.182370000,,1,26.343141667
NAM,NAM1910,1910,1910,-0.365803611,0,1,19.7418
NCL,NCL1910,1910,1910,1.236096389,0,1,23.155125
NER,NER1910,1910,1910,0.022934444,0,1,27.224508333
NFK,NFK1910,1910,1910,0.532770000,,1,19.333308333
NGA,NGA1910,1910,1910,0.113761111,0,1,26.882625
NIC,NIC1910,1910,1910,-0.334798056,0,1,24.3459
NIU,NIU1910,1910,1910,-0.486927500,0,1,23.941658333
NLD,NLD1910,1910,1910,0.400330389,20.86762,1,9.72192
NOR,NOR1910,1910,1910,0.441289417,5.94907,1,1.204646667
NPL,NPL1910,1910,1910,-0.328205167,0,1,11.742528333
NRU,NRU1910,1910,1910,0.020271389,0,1,27.733308333
NZL,NZL1910,1910,1910,0.072963639,4.91046,1,10.010988333
OMN,OMN1910,1910,1910,-0.713360278,0,1,24.830408333
PAK,PAK1910,1910,1910,-0.714987194,0,1,19.254960833
PAN,PAN1910,1910,1910,0.023713611,0,1,25.163075
PCN,PCN1910,1910,1910,-0.013605833,,1,20.84165
PER,PER1910,1910,1910,-0.690163056,1.33221,1,18.795775
PHL,PHL1910,1910,1910,-0.512065833,0.05138,1,24.974883333
PLW,PLW1910,1910,1910,0.006930556,0,1,27.601525
PNG,PNG1910,1910,1910,0.249604444,0,1,25.25375
POL,POL1910,1910,1910,0.690794333,94.70068,1,8.519998333
PRI,PRI1910,1910,1910,-1.220370833,0,1,23.919983333
PRK,PRK1910,1910,1910,-1.237027694,0,1,4.180538333
PRT,PRT1910,1910,1910,-0.960691278,3.25529,1,13.84006
PRY,PRY1910,1910,1910,0.349305556,0,1,23.832316667
PSE,PSE1910,1910,1910,-1.453971528,0,1,17.739083333
PYF,PYF1910,1910,1910,-0.019811389,0,1,24.1132
QAT,QAT1910,1910,1910,-1.380973889,0,1,25.675183333
REU,REU1910,1910,1910,0.487547500,0,1,20.78225
ROM,ROM1910,1910,1910,0.836935750,,1,9.664878333
RUS,RUS1910,1910,1910,-0.462073194,,1,-6.824739167
RWA,RWA1910,1910,1910,0.012238333,0,1,19.190091667
SAU,SAU1910,1910,1910,-0.987720000,0,1,23.621775
SDN,SDN1910,1910,1910,-0.348770833,0,1,26.46745
SEN,SEN1910,1910,1910,-0.029305000,0,1,27.931391667
SGP,SGP1910,1910,1910,-0.005565000,0,1,26.921541667
SHN,SHN1910,1910,1910,0,0,1,18.087483333
SJM,SJM1910,1910,1910,-0.028460972,,1,-8.9781225
SLB,SLB1910,1910,1910,0.042462500,0,1,25.605666667
SLE,SLE1910,1910,1910,0.619736944,0,1,26.536025
SLV,SLV1910,1910,1910,-0.592313056,0,1,23.133283333
SMR,SMR1910,1910,1910,-0.287408361,,1,11.342485833
SOM,SOM1910,1910,1910,0.202637500,0,1,26.98595
SRB,SRB1910,1910,1910,0.213572222,0,1,10.3274025
STP,STP1910,1910,1910,-0.239226667,0,1,23.263266667
SUR,SUR1910,1910,1910,-0.598648889,0,1,25.15265
SVK,SVK1910,1910,1910,0.225262222,,1,7.828696667
SVN,SVN1910,1910,1910,0.017462111,,1,8.580115
SWE,SWE1910,1910,1910,0.537326861,13.01015,1,2.0345675
SWZ,SWZ1910,1910,1910,-1.529466944,0,1,18.298033333
SYC,SYC1910,1910,1910,0.011749722,0,1,27.080583333
SYR,SYR1910,1910,1910,-0.922061222,0,1,16.7555175
TCA,TCA1910,1910,1910,-1.297128056,0,1,24.553541667
TCD,TCD1910,1910,1910,-0.107968056,0,1,26.54595
TGO,TGO1910,1910,1910,0.273788889,0,1,27.261916667
THA,THA1910,1910,1910,-0.243350000,0,1,25.939725
TJK,TJK1910,1910,1910,-0.479410528,,1,2.894310833
TKL,TKL1910,1910,1910,-0.538335,,1,27.616016667
TKM,TKM1910,1910,1910,-0.370938417,,1,14.773734167
TLS,TLS1910,1910,1910,0.223498333,0,1,25.429791667
TON,TON1910,1910,1910,-0.378993889,0,1,24.259858333
TTO,TTO1910,1910,1910,-0.128695556,0.06606,1,26.041416667
TUN,TUN1910,1910,1910,-0.830900889,0,1,18.502425833
TUR,TUR1910,1910,1910,-0.412447111,1.88638,1,10.682179167
TUV,TUV1910,1910,1910,-0.005902222,0,1,28.117591667
TZA,TZA1910,1910,1910,-0.013521667,0,1,22.276683333
UGA,UGA1910,1910,1910,0.074885000,0,1,22.616241667
UKR,UKR1910,1910,1910,0.696454639,,1,8.878935833
URY,URY1910,1910,1910,-1.361908111,0,1,16.26939
USA,USA1910,1910,1910,-0.093244000,1271.30635,1,6.745896667
UZB,UZB1910,1910,1910,-0.312242556,,1,11.999370833
VCT,VCT1910,1910,1910,-0.440711111,0,1,26.366633333
VEN,VEN1910,1910,1910,-0.154052500,0,1,25.211208333
VGB,VGB1910,1910,1910,-1.164666111,0,1,24.444958333
VIR,VIR1910,1910,1910,-1.174349444,,1,24.42715
VNM,VNM1910,1910,1910,-0.145590000,1.32487,1,23.887
VUT,VUT1910,1910,1910,0.506456389,0,1,24.213175
WLF,WLF1910,1910,1910,-0.290076389,0,1,26.487566667
WSM,WSM1910,1910,1910,-0.863764444,0,1,25.876183333
XRK,XRK1910,1910,1910,0.037666278,,1,8.886333333
YEM,YEM1910,1910,1910,-0.323840556,0,1,23.027508333
ZAF,ZAF1910,1910,1910,-1.208376278,17.00678,1,16.412841667
ZAR,ZAR1910,1910,1910,-0.083002222,,1,23.964391667
ZMB,ZMB1910,1910,1910,-0.298404167,0,1,21.2706
ZWE,ZWE1910,1910,1910,-0.631975556,0.43306,1,20.450716667
ABW,ABW1911,1911,1911,-0.381668333,0,1,27.461733333
ANT,ANT1911,1911,1911,-0.418511111,,1,27.389608333
ARE,ARE1911,1911,1911,-1.488785278,0,1,25.368208333
ARM,ARM1911,1911,1911,-1.982082333,,1,5.3007475
AUS,AUS1911,1911,1911,-0.361620833,19.27117,1,21.170383333
AUT,AUT1911,1911,1911,0.183567611,48.11737,1,6.349030833
AZE,AZE1911,1911,1911,-1.920103,0,1,9.264064167
BDI,BDI1911,1911,1911,0.008173889,0,1,20.130925
BEL,BEL1911,1911,1911,0.963624722,61.78812,1,10.478628333
BEN,BEN1911,1911,1911,-0.164487222,0,1,27.283016667
BFA,BFA1911,1911,1911,-0.470179722,0,1,27.721125
BGD,BGD1911,1911,1911,-0.612166667,0,1,24.486766667
BGR,BGR1911,1911,1911,-0.298515722,0.89915,1,10.239025
BHR,BHR1911,1911,1911,-1.943032222,0,1,25.066241667
BHS,BHS1911,1911,1911,-0.457688056,0,1,24.272475
BIH,BIH1911,1911,1911,0.181237444,,1,9.655235
BLR,BLR1911,1911,1911,-0.283765306,0,1,6.0181225
BLZ,BLZ1911,1911,1911,-0.228897222,0,1,24.814991667
BMU,BMU1911,1911,1911,0.102233889,0,1,21.449991667
BOL,BOL1911,1911,1911,-0.269749722,0,1,20.66965
BRA,BRA1911,1911,1911,-0.142605278,4.61319,1,24.7775
BRB,BRB1911,1911,1911,-0.269280833,0,1,25.86845
BRN,BRN1911,1911,1911,-0.108423333,,1,25.169625
BTN,BTN1911,1911,1911,-0.380314000,0,1,11.159560833
BWA,BWA1911,1911,1911,-0.559155556,0,1,20.919083333
CAF,CAF1911,1911,1911,-0.103906667,0,1,24.779716667
CAN,CAN1911,1911,1911,-0.625996056,60.36783,1,-7.544189167
CCK,CCK1911,1911,1911,-0.003595833,,1,26.433325
CHE,CHE1911,1911,1911,0.257352111,8.6245,1,6.0069925
CHL,CHL1911,1911,1911,-0.236026583,3.11216,1,8.02001
CHN,CHN1911,1911,1911,-0.456475972,27.892,1,5.843914167
CIV,CIV1911,1911,1911,-0.066745278,0,1,26.217025
CMR,CMR1911,1911,1911,0.011601667,0,1,24.5604
COG,COG1911,1911,1911,0.025790000,0,1,24.586941667
COK,COK1911,1911,1911,-0.338618889,0,1,23.757183333
COL,COL1911,1911,1911,-0.013185556,0,1,24.368408333
COM,COM1911,1911,1911,0.200530833,0,1,25.5184
CPV,CPV1911,1911,1911,0.489576389,0,1,23.357825
CRI,CRI1911,1911,1911,0.011627778,0,1,24.390316667
CUB,CUB1911,1911,1911,-0.205511667,0,1,25.015191667
CXR,CXR1911,1911,1911,-0.001953333,0,1,25.658308333
CYM,CYM1911,1911,1911,0.074728056,0,1,27.049983333
CYP,CYP1911,1911,1911,-1.549269611,0,1,17.206325833
CZE,CZE1911,1911,1911,0.478078389,0,1,8.28679
DEU,DEU1911,1911,1911,0.860503,459.3372,1,9.3047275
DJI,DJI1911,1911,1911,0.241235000,0,1,27.96155
DMA,DMA1911,1911,1911,-0.502673333,0,1,23.8206
DNK,DNK1911,1911,1911,0.856484167,7.84279,1,8.623815833
DOM,DOM1911,1911,1911,-0.735571389,0,1,23.193883333
ECU,ECU1911,1911,1911,0.005164444,0,1,21.420066667
EGY,EGY1911,1911,1911,-0.314631944,0.01101,1,21.863841667
ERI,ERI1911,1911,1911,-0.219915556,0,1,25.986533333
ESH,ESH1911,1911,1911,-0.277334444,,1,23.206175
ESP,ESP1911,1911,1911,-0.869996778,14.7534,1,12.217155833
EST,EST1911,1911,1911,0.024687944,0,1,5.0998875
ETH,ETH1911,1911,1911,0.252090278,0,1,22.73275
FIN,FIN1911,1911,1911,0.2729315,1.31753,1,1.585731667
FJI,FJI1911,1911,1911,-0.010729444,0,1,24.151958333
FLK,FLK1911,1911,1911,0.189834694,0,1,6.140666667
FRA,FRA1911,1911,1911,0.342974806,157.16408,1,10.899024167
FRO,FRO1911,1911,1911,0.106801167,0,1,6.2040725
FSM,FSM1911,1911,1911,0.004922778,,1,27.063383333
GAB,GAB1911,1911,1911,0.013185278,0,1,24.958358333
GBR,GBR1911,1911,1911,0.293026000,482.13891,1,8.640409167
GEO,GEO1911,1911,1911,-1.752686361,,1,4.731215833
GHA,GHA1911,1911,1911,-0.234272778,0,1,26.965875
GIB,GIB1911,1911,1911,-0.401868056,0,1,16.415825
GIN,GIN1911,1911,1911,0.120183889,0,1,25.8021
GLP,GLP1911,1911,1911,-0.605615278,0,1,24.071816667
GMB,GMB1911,1911,1911,-0.483790000,0,1,26.841691667
GNB,GNB1911,1911,1911,-0.259194167,0,1,26.503808333
GNQ,GNQ1911,1911,1911,0.013550278,0,1,24.549258333
GRC,GRC1911,1911,1911,-0.619279861,0.90649,1,13.161026667
GRD,GRD1911,1911,1911,-0.282778611,0,1,26.383316667
GRL,GRL1911,1911,1911,-0.239944167,0,1,-18.487091667
GTM,GTM1911,1911,1911,-0.210949167,0,1,23.05695
GUF,GUF1911,1911,1911,-0.719168333,0,1,24.913491667
GUM,GUM1911,1911,1911,-0.000381944,,1,27.404075
GUY,GUY1911,1911,1911,-0.341894444,0,1,25.401408333
HND,HND1911,1911,1911,-0.158410278,0,1,23.278075
HRV,HRV1911,1911,1911,0.384513139,0,1,10.757188333
HTI,HTI1911,1911,1911,-0.598405833,0,1,23.914425
HUN,HUN1911,1911,1911,0.414104972,12.01558,1,10.3209825
IDN,IDN1911,1911,1911,0.170531111,6.73812,1,25.934758333
IND,IND1911,1911,1911,-0.208007500,27.158,1,23.906925
IOT,IOT1911,1911,1911,0,,1,27.433333333
IRL,IRL1911,1911,1911,0.089461444,0,1,9.219785833
IRN,IRN1911,1911,1911,-1.570835583,0.13579,1,15.342624167
IRQ,IRQ1911,1911,1911,-1.879730389,0,1,19.558349167
ISL,ISL1911,1911,1911,0.046521306,0,1,1.547930833
ISR,ISR1911,1911,1911,-1.622691028,0,1,17.692595
ITA,ITA1911,1911,1911,0.093552778,26.58181,1,11.810498333
JAM,JAM1911,1911,1911,-0.248080556,0,1,24.6268
JOR,JOR1911,1911,1911,-1.719226556,0,1,16.760305833
JPN,JPN1911,1911,1911,-0.420304139,44.28222,1,10.131243333
KAZ,KAZ1911,1911,1911,-1.17641275,,1,4.730188333
KEN,KEN1911,1911,1911,-0.148285833,0,1,24.246008333
KGZ,KGZ1911,1911,1911,-0.451519194,,1,1.844508333
KHM,KHM1911,1911,1911,0.300987778,0,1,27.16275
KIR,KIR1911,1911,1911,-0.000172778,0,1,27.506991667
KNA,KNA1911,1911,1911,-0.752716111,,1,23.937475
KOR,KOR1911,1911,1911,-0.880361000,0,1,9.844705833
KWT,KWT1911,1911,1911,-1.846245583,0,1,23.261303333
LAO,LAO1911,1911,1911,0.114049444,0,1,23.41985
LBN,LBN1911,1911,1911,-1.72187225,0,1,13.944949167
LBR,LBR1911,1911,1911,0.273985278,0,1,25.556858333
LBY,LBY1911,1911,1911,-0.235259389,0,1,21.686383333
LCA,LCA1911,1911,1911,-0.413361667,0,1,25.312916667
LIE,LIE1911,1911,1911,0.288376056,0,1,2.96421
LKA,LKA1911,1911,1911,0.149783889,0,1,26.899975
LSO,LSO1911,1911,1911,-1.250092861,0,1,11.7312875
LTU,LTU1911,1911,1911,0.437517111,,1,6.69902
LUX,LUX1911,1911,1911,1.520152,0,1,10.374428333
LVA,LVA1911,1911,1911,0.066769250,0,1,5.691529167
MAC,MAC1911,1911,1911,-0.010851944,0,1,22.5989
MAR,MAR1911,1911,1911,-0.456900667,0,1,16.8030025
MCO,MCO1911,1911,1911,0.390685444,,1,9.838584167
MDA,MDA1911,1911,1911,-0.616777944,0,1,8.934556667
MDG,MDG1911,1911,1911,0.376252222,0,1,22.499708333
MDV,MDV1911,1911,1911,0.073848889,0,1,27.814858333
MEX,MEX1911,1911,1911,-0.484340556,8.41531,1,19.997116667
MHL,MHL1911,1911,1911,-0.000425556,0,1,27.60385
MKD,MKD1911,1911,1911,-0.341642361,,1,9.431309167
MLI,MLI1911,1911,1911,-0.917020000,0,1,27.371408333
MLT,MLT1911,1911,1911,0.102664083,0,1,18.670391667
MMR,MMR1911,1911,1911,-0.120953056,0,1,22.674925
MNE,MNE1911,1911,1911,-0.084754639,0,1,8.577223333
MNG,MNG1911,1911,1911,-0.412905528,0,1,-0.890044167
MNP,MNP1911,1911,1911,0.001411389,,1,27.35
MOZ,MOZ1911,1911,1911,-0.371447500,0,1,23.22715
MRT,MRT1911,1911,1911,-0.561785556,0,1,27.135083333
MSR,MSR1911,1911,1911,-0.706339444,0,1,24.808891667
MTQ,MTQ1911,1911,1911,-0.471120556,0,1,23.904858333
MUS,MUS1911,1911,1911,0.589018611,0,1,23.261433333
MWI,MWI1911,1911,1911,-0.298134444,0,1,21.531575
MYS,MYS1911,1911,1911,0.257320278,0,1,25.4388
MYT,MYT1911,1911,1911,0.226295000,,1,26.387066667
NAM,NAM1911,1911,1911,-0.283103611,0,1,19.8245
NCL,NCL1911,1911,1911,-0.073145278,0,1,21.845883333
NER,NER1911,1911,1911,-0.134373889,0,1,27.0672
NFK,NFK1911,1911,1911,-0.117205000,,1,18.683333333
NGA,NGA1911,1911,1911,-0.049447222,0,1,26.719416667
NIC,NIC1911,1911,1911,-0.067206389,0,1,24.613491667
NIU,NIU1911,1911,1911,-0.207769167,0,1,24.220816667
NLD,NLD1911,1911,1911,0.907882056,22.11542,1,10.229471667
NOR,NOR1911,1911,1911,0.417214417,6.08853,1,1.180571667
NPL,NPL1911,1911,1911,-0.353911833,0,1,11.716821667
NRU,NRU1911,1911,1911,0.020271389,0,1,27.733308333
NZL,NZL1911,1911,1911,-0.360358028,4.61686,1,9.577666667
OMN,OMN1911,1911,1911,-0.917993611,0,1,24.625775
PAK,PAK1911,1911,1911,-0.554828861,0,1,19.415119167
PAN,PAN1911,1911,1911,0.023738611,0,1,25.1631
PCN,PCN1911,1911,1911,-0.013605833,,1,20.84165
PER,PER1911,1911,1911,-0.340538056,1.50837,1,19.1454
PHL,PHL1911,1911,1911,-0.6344575,0.0367,1,24.852491667
PLW,PLW1911,1911,1911,-0.002544444,0,1,27.59205
PNG,PNG1911,1911,1911,-0.062803889,0,1,24.941341667
POL,POL1911,1911,1911,0.657527667,99.76528,1,8.486731667
PRI,PRI1911,1911,1911,-0.953979167,0,1,24.186375
PRK,PRK1911,1911,1911,-0.859236028,0,1,4.55833
PRT,PRT1911,1911,1911,-0.938600444,3.14886,1,13.862150833
PRY,PRY1911,1911,1911,0.025563889,0,1,23.508575
PSE,PSE1911,1911,1911,-1.767860694,0,1,17.425194167
PYF,PYF1911,1911,1911,-0.030936389,0,1,24.102075
QAT,QAT1911,1911,1911,-1.845248889,0,1,25.210908333
REU,REU1911,1911,1911,0.685305833,0,1,20.980008333
ROM,ROM1911,1911,1911,0.148637417,,1,8.97658
RUS,RUS1911,1911,1911,-0.527681528,,1,-6.8903475
RWA,RWA1911,1911,1911,0.012238333,0,1,19.190091667
SAU,SAU1911,1911,1911,-1.295461667,0,1,23.314033333
SDN,SDN1911,1911,1911,-0.214854167,0,1,26.601366667
SEN,SEN1911,1911,1911,-0.343638333,0,1,27.617058333
SGP,SGP1911,1911,1911,0.724526667,0,1,27.651633333
SHN,SHN1911,1911,1911,0,0,1,18.087483333
SJM,SJM1911,1911,1911,-0.029453472,,1,-8.979115
SLB,SLB1911,1911,1911,0.003779167,0,1,25.566983333
SLE,SLE1911,1911,1911,0.388261944,0,1,26.30455
SLV,SLV1911,1911,1911,-0.166304722,0,1,23.559291667
SMR,SMR1911,1911,1911,0.145477472,,1,11.775371667
SOM,SOM1911,1911,1911,-0.349737500,0,1,26.433575
SRB,SRB1911,1911,1911,0.011136389,0,1,10.124966667
STP,STP1911,1911,1911,-0.003926667,0,1,23.498566667
SUR,SUR1911,1911,1911,-0.556740556,0,1,25.194558333
SVK,SVK1911,1911,1911,0.260442222,,1,7.863876667
SVN,SVN1911,1911,1911,0.364149611,,1,8.9268025
SWE,SWE1911,1911,1911,0.535372694,12.67251,1,2.032613333
SWZ,SWZ1911,1911,1911,-1.222516944,0,1,18.604983333
SYC,SYC1911,1911,1911,-0.040900278,0,1,27.027933333
SYR,SYR1911,1911,1911,-1.794271222,0,1,15.8833075
TCA,TCA1911,1911,1911,-0.739994722,0,1,25.110675
TCD,TCD1911,1911,1911,-0.083501389,0,1,26.570416667
TGO,TGO1911,1911,1911,-0.135394444,0,1,26.852733333
THA,THA1911,1911,1911,0.287883333,0,1,26.470958333
TJK,TJK1911,1911,1911,-0.319172194,,1,3.054549167
TKL,TKL1911,1911,1911,-0.202601667,,1,27.95175
TKM,TKM1911,1911,1911,-1.30115425,,1,13.843518333
TLS,TLS1911,1911,1911,0.002390000,0,1,25.208683333
TON,TON1911,1911,1911,-0.113235556,0,1,24.525616667
TTO,TTO1911,1911,1911,-0.100070556,0.12478,1,26.070041667
TUN,TUN1911,1911,1911,-0.260246722,0,1,19.07308
TUR,TUR1911,1911,1911,-1.466967111,2.23136,1,9.627659167
TUV,TUV1911,1911,1911,-0.005902222,0,1,28.117591667
TZA,TZA1911,1911,1911,-0.037221667,0,1,22.252983333
UGA,UGA1911,1911,1911,0.104076667,0,1,22.645433333
UKR,UKR1911,1911,1911,-0.927852028,,1,7.254629167
URY,URY1911,1911,1911,-1.711234778,0,1,15.920063333
USA,USA1911,1911,1911,-0.156149000,1258.443,1,6.682991667
UZB,UZB1911,1911,1911,-1.082697556,,1,11.228915833
VCT,VCT1911,1911,1911,-0.341561111,0,1,26.465783333
VEN,VEN1911,1911,1911,-0.117594167,0,1,25.247666667
VGB,VGB1911,1911,1911,-0.928316111,0,1,24.681308333
VIR,VIR1911,1911,1911,-0.936116111,,1,24.665383333
VNM,VNM1911,1911,1911,0.126093333,1.15972,1,24.158683333
VUT,VUT1911,1911,1911,-0.023260278,0,1,23.683458333
WLF,WLF1911,1911,1911,-0.111434722,0,1,26.666208333
WSM,WSM1911,1911,1911,-0.317031111,0,1,26.422916667
XRK,XRK1911,1911,1911,-0.225216222,,1,8.623450833
YEM,YEM1911,1911,1911,-0.454723889,0,1,22.896625
ZAF,ZAF1911,1911,1911,-0.970479611,16.3682,1,16.650738333
ZAR,ZAR1911,1911,1911,-0.039268889,,1,24.008125
ZMB,ZMB1911,1911,1911,-0.275595833,0,1,21.293408333
ZWE,ZWE1911,1911,1911,-0.590308889,0.5138,1,20.492383333
ABW,ABW1912,1912,1912,-0.240468333,0,1,27.602933333
ANT,ANT1912,1912,1912,-0.263802778,,1,27.544316667
ARE,ARE1912,1912,1912,-0.859693611,0,1,25.9973
ARM,ARM1912,1912,1912,0.432747667,,1,7.7155775
AUS,AUS1912,1912,1912,0.112537500,20.81991,1,21.644541667
AUT,AUT1912,1912,1912,-0.876979889,50.0221,1,5.288483333
AZE,AZE1912,1912,1912,0.1650945,0,1,11.349261667
BDI,BDI1912,1912,1912,0.008173889,0,1,20.130925
BEL,BEL1912,1912,1912,0.201619722,64.88193,1,9.716623333
BEN,BEN1912,1912,1912,0.335529444,0,1,27.783033333
BFA,BFA1912,1912,1912,0.054578611,0,1,28.245883333
BGD,BGD1912,1912,1912,-0.377783333,0,1,24.72115
BGR,BGR1912,1912,1912,-0.371420722,0.89915,1,10.16612
BHR,BHR1912,1912,1912,-1.187757222,0,1,25.821516667
BHS,BHS1912,1912,1912,-0.043038056,0,1,24.687125
BIH,BIH1912,1912,1912,-0.793053389,,1,8.680944167
BLR,BLR1912,1912,1912,-0.935808639,0,1,5.366079167
BLZ,BLZ1912,1912,1912,-0.093163889,0,1,24.950725
BMU,BMU1912,1912,1912,0.010567222,0,1,21.358325
BOL,BOL1912,1912,1912,-0.504824722,0,1,20.434575
BRA,BRA1912,1912,1912,-0.150471944,5.60042,1,24.769633333
BRB,BRB1912,1912,1912,-0.169372500,0,1,25.968358333
BRN,BRN1912,1912,1912,0.125860000,,1,25.403908333
BTN,BTN1912,1912,1912,-0.383740667,0,1,11.156134167
BWA,BWA1912,1912,1912,-0.052572222,0,1,21.425666667
CAF,CAF1912,1912,1912,-0.101698333,0,1,24.781925
CAN,CAN1912,1912,1912,-0.365640222,67.3812,1,-7.283833333
CCK,CCK1912,1912,1912,-0.003595833,,1,26.433325
CHE,CHE1912,1912,1912,-0.662193722,8.77497,1,5.087446667
CHL,CHL1912,1912,1912,0.194077583,3.46815,1,8.450114167
CHN,CHN1912,1912,1912,-0.457538472,9.80257,1,5.842851667
CIV,CIV1912,1912,1912,0.215821389,0,1,26.499591667
CMR,CMR1912,1912,1912,0.203518333,0,1,24.752316667
COG,COG1912,1912,1912,0.200640000,0,1,24.761791667
COK,COK1912,1912,1912,-0.402935556,0,1,23.692866667
COL,COL1912,1912,1912,-0.006402222,0,1,24.375191667
COM,COM1912,1912,1912,-0.312410833,0,1,25.005458333
CPV,CPV1912,1912,1912,0.303584722,0,1,23.171833333
CRI,CRI1912,1912,1912,0.023927778,0,1,24.402616667
CUB,CUB1912,1912,1912,0.161930000,0,1,25.382633333
CXR,CXR1912,1912,1912,-0.001953333,0,1,25.658308333
CYM,CYM1912,1912,1912,0.383061389,0,1,27.358316667
CYP,CYP1912,1912,1912,-0.969991278,0,1,17.785604167
CZE,CZE1912,1912,1912,-0.939010778,0,1,6.869700833
DEU,DEU1912,1912,1912,-0.363152000,499.93841,1,8.0810725
DJI,DJI1912,1912,1912,-0.122615000,0,1,27.5977
DMA,DMA1912,1912,1912,-0.318990000,0,1,24.004283333
DNK,DNK1912,1912,1912,-0.407034167,9.29978,1,7.3602975
DOM,DOM1912,1912,1912,-0.380613056,0,1,23.548841667
ECU,ECU1912,1912,1912,0.064989444,0,1,21.479891667
EGY,EGY1912,1912,1912,-0.325290278,0.08441,1,21.853183333
ERI,ERI1912,1912,1912,-0.105040556,0,1,26.101408333
ESH,ESH1912,1912,1912,0.014115556,,1,23.497625
ESP,ESP1912,1912,1912,-0.985807611,16.00854,1,12.101345
EST,EST1912,1912,1912,-0.822544556,0,1,4.252655
ETH,ETH1912,1912,1912,-0.259434722,0,1,22.221225
FIN,FIN1912,1912,1912,-1.263424333,1.48635,1,0.049375833
FJI,FJI1912,1912,1912,-0.010729444,0,1,24.151958333
FLK,FLK1912,1912,1912,-0.059201139,0,1,5.891630833
FRA,FRA1912,1912,1912,-0.550596861,158.8376,1,10.0054525
FRO,FRO1912,1912,1912,-0.195059667,0,1,5.902211667
FSM,FSM1912,1912,1912,0.004922778,,1,27.063383333
GAB,GAB1912,1912,1912,0.302501944,0,1,25.247675
GBR,GBR1912,1912,1912,0.148176000,456.63241,1,8.495559167
GEO,GEO1912,1912,1912,-0.006765528,,1,6.477136667
GHA,GHA1912,1912,1912,0.131818889,0,1,27.331966667
GIB,GIB1912,1912,1912,-0.285401389,0,1,16.532291667
GIN,GIN1912,1912,1912,0.555767222,0,1,26.237683333
GLP,GLP1912,1912,1912,-0.376256944,0,1,24.301175
GMB,GMB1912,1912,1912,-0.102548333,0,1,27.222933333
GNB,GNB1912,1912,1912,0.152022500,0,1,26.915025
GNQ,GNQ1912,1912,1912,0.353966944,0,1,24.889675
GRC,GRC1912,1912,1912,-0.412269028,0,1,13.3680375
GRD,GRD1912,1912,1912,-0.191128611,0,1,26.474966667
GRL,GRL1912,1912,1912,0.299380833,0,1,-17.947766667
GTM,GTM1912,1912,1912,-0.096249167,0,1,23.17165
GUF,GUF1912,1912,1912,-0.285176667,0,1,25.347483333
GUM,GUM1912,1912,1912,-0.000381944,,1,27.404075
GUY,GUY1912,1912,1912,-0.100611111,0,1,25.642691667
HND,HND1912,1912,1912,-0.067318611,0,1,23.369166667
HRV,HRV1912,1912,1912,-0.653666028,0,1,9.719009167
HTI,HTI1912,1912,1912,-0.260130833,0,1,24.2527
HUN,HUN1912,1912,1912,-0.976965861,12.32386,1,8.929911667
IDN,IDN1912,1912,1912,0.234047778,5.84998,1,25.998275
IND,IND1912,1912,1912,-0.105982500,31.2684,1,24.00895
IOT,IOT1912,1912,1912,0,,1,27.433333333
IRL,IRL1912,1912,1912,-0.307653556,0,1,8.822670833
IRN,IRN1912,1912,1912,-0.274339750,0.25323,1,16.63912
IRQ,IRQ1912,1912,1912,-0.388761222,0,1,21.049318333
ISL,ISL1912,1912,1912,-0.054397861,0,1,1.447011667
ISR,ISR1912,1912,1912,-0.960330194,0,1,18.354955833
ITA,ITA1912,1912,1912,-0.561873889,27.89567,1,11.155071667
JAM,JAM1912,1912,1912,0.003511111,0,1,24.878391667
JOR,JOR1912,1912,1912,-0.886489056,0,1,17.593043333
JPN,JPN1912,1912,1912,-0.911609972,49.3615,1,9.6399375
KAZ,KAZ1912,1912,1912,-0.886692750,,1,5.019908333
KEN,KEN1912,1912,1912,-0.380727500,0,1,24.013566667
KGZ,KGZ1912,1912,1912,0.134439972,,1,2.4304675
KHM,KHM1912,1912,1912,0.235546111,0,1,27.097308333
KIR,KIR1912,1912,1912,-0.000172778,0,1,27.506991667
KNA,KNA1912,1912,1912,-0.458949444,,1,24.231241667
KOR,KOR1912,1912,1912,-1.139756,0,1,9.585310833
KWT,KWT1912,1912,1912,-0.758565583,0,1,24.348983333
LAO,LAO1912,1912,1912,-0.084833889,0,1,23.220966667
LBN,LBN1912,1912,1912,-0.880530583,0,1,14.786290833
LBR,LBR1912,1912,1912,0.515276944,0,1,25.79815
LBY,LBY1912,1912,1912,-0.095917722,0,1,21.825725
LCA,LCA1912,1912,1912,-0.268920000,0,1,25.457358333
LIE,LIE1912,1912,1912,-0.668857278,0,1,2.006976667
