Country,Vlookup value,Year,Year (copy),Anomaly Standardised,CO2 Emissions,Number of Records,Temperature
SLV,SLV1971,1971,1971,-0.442196389,1.51,1,23.2834
SMR,SMR1971,1971,1971,-0.053191694,,1,11.5767025
SOM,SOM1971,1971,1971,-0.179462500,0.19,1,26.60385
SRB,SRB1971,1971,1971,-0.041041944,33.11,1,10.072788333
STP,STP1971,1971,1971,-0.132160000,0.01,1,23.370333333
SUR,SUR1971,1971,1971,-0.838415556,1.71,1,24.912883333
SVK,SVK1971,1971,1971,0.085160556,51.81,1,7.688595
SVN,SVN1971,1971,1971,-0.026538722,9.51,1,8.536114167
SWE,SWE1971,1971,1971,0.039590194,84.52,1,1.536830833
SWZ,SWZ1971,1971,1971,-0.315841944,0.4,1,19.511658333
SYC,SYC1971,1971,1971,-0.314658611,0.03,1,26.754175
SYR,SYR1971,1971,1971,-0.216248722,8.88,1,17.46133
TCA,TCA1971,1971,1971,0.050463611,,1,25.901133333
TCD,TCD1971,1971,1971,-0.495593056,0.15,1,26.158325
TGO,TGO1971,1971,1971,-0.754444444,0.32,1,26.233683333
THA,THA1971,1971,1971,-0.619691667,19.23,1,25.563383333
TJK,TJK1971,1971,1971,0.996051139,5.41,1,4.3697725
TKL,TKL1971,1971,1971,-0.265110000,,1,27.889241667
TKM,TKM1971,1971,1971,0.724741583,24.44,1,15.869414167
TLS,TLS1971,1971,1971,-0.165268333,,1,25.041025
TON,TON1971,1971,1971,-0.018852222,0.02,1,24.62
TTO,TTO1971,1971,1971,-0.603428889,8.1,1,25.566683333
TUN,TUN1971,1971,1971,-0.432801722,4.21,1,18.900525
TUR,TUR1971,1971,1971,-0.011700444,47.69,1,11.082925833
TUV,TUV1971,1971,1971,-0.180860556,,1,27.942633333
TZA,TZA1971,1971,1971,-0.449488333,2.46,1,21.840716667
UGA,UGA1971,1971,1971,-0.451265000,1.44,1,22.090091667
UKR,UKR1971,1971,1971,0.240981306,466.88,1,8.4234625
URY,URY1971,1971,1971,-0.216143944,5.8,1,17.415154167
USA,USA1971,1971,1971,-0.507737333,4353.21,1,6.331403333
UZB,UZB1971,1971,1971,0.624954944,82.74,1,12.936568333
VCT,VCT1971,1971,1971,-0.745719444,0.03,1,26.061625
VEN,VEN1971,1971,1971,-0.577969167,62.51,1,24.787291667
VGB,VGB1971,1971,1971,-0.252632778,0.02,1,25.356991667
VIR,VIR1971,1971,1971,-0.247391111,,1,25.354108333
VNM,VNM1971,1971,1971,-0.570956667,24.51,1,23.461633333
VUT,VUT1971,1971,1971,-0.465410278,0.06,1,23.241308333
WLF,WLF1971,1971,1971,-0.134451389,,1,26.643191667
WSM,WSM1971,1971,1971,-0.524039444,0.04,1,26.215908333
XRK,XRK1971,1971,1971,-0.115835389,,1,8.732831667
YEM,YEM1971,1971,1971,-0.540873889,1.97,1,22.810475
ZAF,ZAF1971,1971,1971,-0.263717944,168.43,1,17.3575
ZAR,ZAR1971,1971,1971,-0.253452222,,1,23.793941667
ZMB,ZMB1971,1971,1971,-0.209945833,3.79,1,21.359058333
ZWE,ZWE1971,1971,1971,0.030182778,8.73,1,21.112875
ABW,ABW1972,1972,1972,0.030106667,0.78,1,27.873508333
ANT,ANT1972,1972,1972,-0.028377778,,1,27.779741667
ARE,ARE1972,1972,1972,-0.398651944,23.43,1,26.458341667
ARM,ARM1972,1972,1972,-1.435569833,4.54,1,5.84726
AUS,AUS1972,1972,1972,0.154254167,157.36,1,21.686258333
AUT,AUT1972,1972,1972,-0.213239056,56.15,1,5.952224167
AZE,AZE1972,1972,1972,-0.866240500,43.8,1,10.317926667
BDI,BDI1972,1972,1972,0.124715556,0.07,1,20.247466667
BEL,BEL1972,1972,1972,-0.281886944,130.73,1,9.233116667
BEN,BEN1972,1972,1972,-0.419328889,0.39,1,27.028175
BFA,BFA1972,1972,1972,-0.055821389,0.16,1,28.135483333
BGD,BGD1972,1972,1972,-0.037241667,3.51,1,25.061691667
BGR,BGR1972,1972,1972,0.076601778,66.12,1,10.6141425
BHR,BHR1972,1972,1972,-0.736915556,3.68,1,26.272358333
BHS,BHS1972,1972,1972,0.130711944,6.49,1,24.860875
BIH,BIH1972,1972,1972,0.029232444,10.75,1,9.50323
BLR,BLR1972,1972,1972,0.537495528,68.07,1,6.839383333
BLZ,BLZ1972,1972,1972,0.303452778,0.16,1,25.347341667
BMU,BMU1972,1972,1972,0.068908889,0.25,1,21.416666667
BOL,BOL1972,1972,1972,0.181250278,3.57,1,21.12065
BRA,BRA1972,1972,1972,0.027211389,114.27,1,24.947316667
BRB,BRB1972,1972,1972,-0.055114167,0.5,1,26.082616667
BRN,BRN1972,1972,1972,0.265593333,9.45,1,25.543641667
BTN,BTN1972,1972,1972,0.105126833,0,1,11.645001667
BWA,BWA1972,1972,1972,-0.069847222,0.02,1,21.408391667
CAF,CAF1972,1972,1972,-0.096231667,0.17,1,24.787391667
CAN,CAN1972,1972,1972,-1.968771889,380.83,1,-8.886965
CCK,CCK1972,1972,1972,0.063070833,,1,26.499991667
CHE,CHE1972,1972,1972,-0.452020389,42.94,1,5.29762
CHL,CHL1972,1972,1972,-0.189576583,28.17,1,8.06646
CHN,CHN1972,1972,1972,-0.170705972,930.81,1,6.129684167
CIV,CIV1972,1972,1972,-0.273903611,3.01,1,26.009866667
CMR,CMR1972,1972,1972,0.001851667,0.86,1,24.55065
COG,COG1972,1972,1972,-0.005476667,0.66,1,24.555675
COK,COK1972,1972,1972,-0.051935556,0.01,1,24.043866667
COL,COL1972,1972,1972,0.157414444,31.46,1,24.539008333
COM,COM1972,1972,1972,0.009264167,0.03,1,25.327133333
CPV,CPV1972,1972,1972,-0.344131944,0.05,1,22.524116667
CRI,CRI1972,1972,1972,0.349286111,1.76,1,24.727975
CUB,CUB1972,1972,1972,-0.031545000,20.78,1,25.189158333
CXR,CXR1972,1972,1972,0.131371667,0.08441,1,25.791633333
CYM,CYM1972,1972,1972,-0.225288611,0.05,1,26.749966667
CYP,CYP1972,1972,1972,-0.156727944,2.4,1,18.5988675
CZE,CZE1972,1972,1972,-0.126859111,163.55,1,7.6818525
DEU,DEU1972,1972,1972,-0.450153667,1042.15,1,7.994070833
DJI,DJI1972,1972,1972,-0.014156667,0.19,1,27.706158333
DMA,DMA1972,1972,1972,-0.452748333,0.03,1,23.870525
DNK,DNK1972,1972,1972,-0.022985000,59.59,1,7.744346667
DOM,DOM1972,1972,1972,0.137970278,4.67,1,24.067425
ECU,ECU1972,1972,1972,0.466747778,4.59,1,21.88165
EGY,EGY1972,1972,1972,-0.155873611,25.49,1,22.0226
ERI,ERI1972,1972,1972,-0.305707222,0,1,25.900741667
ESH,ESH1972,1972,1972,-1.221342778,,1,22.262166667
ESP,ESP1972,1972,1972,-0.849964278,144.91,1,12.237188333
EST,EST1972,1972,1972,0.775788778,18.6,1,5.850988333
ETH,ETH1972,1972,1972,0.013748611,1.41,1,22.494408333
FIN,FIN1972,1972,1972,1.380493167,44.13,1,2.693293333
FJI,FJI1972,1972,1972,-0.228587778,0.58,1,23.9341
FLK,FLK1972,1972,1972,-0.428079472,0.01,1,5.5227525
FRA,FRA1972,1972,1972,-0.498327694,480.34,1,10.057721667
FRO,FRO1972,1972,1972,0.7157445,0.23,1,6.813015833
FSM,FSM1972,1972,1972,-0.234018889,,1,26.824441667
GAB,GAB1972,1972,1972,-0.115839722,2.74,1,24.829333333
GBR,GBR1972,1972,1972,-0.165064833,647.96,1,8.182318333
GEO,GEO1972,1972,1972,-0.495102194,11.94,1,5.9888
GHA,GHA1972,1972,1972,-0.275689444,2.42,1,26.924458333
GIB,GIB1972,1972,1972,-0.975418056,0.07,1,15.842275
GIN,GIN1972,1972,1972,-0.008874444,0.83,1,25.673041667
GLP,GLP1972,1972,1972,-0.285915278,0.38,1,24.391516667
GMB,GMB1972,1972,1972,-0.094623333,0.07,1,27.230858333
GNB,GNB1972,1972,1972,-0.062035833,0.07,1,26.700966667
GNQ,GNQ1972,1972,1972,-0.121916389,0.09,1,24.413791667
GRC,GRC1972,1972,1972,-0.269754028,31.55,1,13.5105525
GRD,GRD1972,1972,1972,-0.424453611,0.05,1,26.241641667
GRL,GRL1972,1972,1972,-0.237785833,0.55,1,-18.484933333
GTM,GTM1972,1972,1972,0.500375833,2.71,1,23.768275
GUF,GUF1972,1972,1972,-0.452143333,0.1,1,25.180516667
GUM,GUM1972,1972,1972,-0.225381944,,1,27.179075
GUY,GUY1972,1972,1972,-0.299852778,1.56,1,25.44345
HND,HND1972,1972,1972,-0.175410278,1.54,1,23.261075
HRV,HRV1972,1972,1972,-0.026953528,11.73,1,10.345721667
HTI,HTI1972,1972,1972,0.017677500,0.39,1,24.530508333
HUN,HUN1972,1972,1972,0.149125806,69.37,1,10.056003333
IDN,IDN1972,1972,1972,-0.000452222,43.3,1,25.763775
IND,IND1972,1972,1972,0.028692500,217.67,1,24.143625
IOT,IOT1972,1972,1972,0,,1,27.433333333
IRL,IRL1972,1972,1972,-0.399810222,22.04,1,8.730514167
IRN,IRN1972,1972,1972,-1.42251225,106.03,1,15.4909475
IRQ,IRQ1972,1972,1972,-1.199494556,29.53,1,20.238585
ISL,ISL1972,1972,1972,1.168993806,1.48,1,2.670403333
ISR,ISR1972,1972,1972,-0.452602694,16.92,1,18.862683333
ITA,ITA1972,1972,1972,-0.158343889,328.7,1,11.558601667
JAM,JAM1972,1972,1972,-0.020013889,6.28,1,24.854866667
JOR,JOR1972,1972,1972,-0.620474889,1.92,1,17.8590575
JPN,JPN1972,1972,1972,0.243445028,852.68,1,10.7949925
KAZ,KAZ1972,1972,1972,-1.57540025,204.06,1,4.331200833
KEN,KEN1972,1972,1972,0.284380833,3.87,1,24.678675
KGZ,KGZ1972,1972,1972,-1.259939194,8.74,1,1.036088333
KHM,KHM1972,1972,1972,-0.172437222,0.12,1,26.689325
KIR,KIR1972,1972,1972,-0.000172778,0.03,1,27.506991667
KNA,KNA1972,1972,1972,-0.271457778,,1,24.418733333
KOR,KOR1972,1972,1972,-0.085743500,60.29,1,10.639323333
KWT,KWT1972,1972,1972,-1.11945725,27.61,1,23.988091667
LAO,LAO1972,1972,1972,-0.024958889,0.49,1,23.280841667
LBN,LBN1972,1972,1972,-0.600251417,5.72,1,15.06657
LBR,LBR1972,1972,1972,-0.115864722,1.51,1,25.167008333
LBY,LBY1972,1972,1972,0.196498944,15.22,1,22.118141667
LCA,LCA1972,1972,1972,-0.571678333,0.08,1,25.1546
LIE,LIE1972,1972,1972,-0.188898111,,1,2.486935833
LKA,LKA1972,1972,1972,-0.145982778,3.54,1,26.604208333
LSO,LSO1972,1972,1972,-0.033128694,0,1,12.948251667
LTU,LTU1972,1972,1972,0.639866278,17.25,1,6.901369167
LUX,LUX1972,1972,1972,-0.248940500,13.48,1,8.605335833
LVA,LVA1972,1972,1972,0.707545917,11.01,1,6.332305833
MAC,MAC1972,1972,1972,-0.147285278,0.23,1,22.462466667
MAR,MAR1972,1972,1972,-1.113499833,8.04,1,16.146403333
MCO,MCO1972,1972,1972,-0.538328722,,1,8.90957
MDA,MDA1972,1972,1972,0.137337889,16.33,1,9.6886725
MDG,MDG1972,1972,1972,-0.142589444,1.29,1,21.980866667
MDV,MDV1972,1972,1972,-0.211417778,0,1,27.529591667
MEX,MEX1972,1972,1972,0.355892778,132.35,1,20.83735
MHL,MHL1972,1972,1972,-0.110642222,,1,27.493633333
MKD,MKD1972,1972,1972,0.051159306,7.7,1,9.824110833
MLI,MLI1972,1972,1972,-0.119586667,0.25,1,28.168841667
MLT,MLT1972,1972,1972,-0.335694250,0.84,1,18.232033333
MMR,MMR1972,1972,1972,0.010096944,4.9,1,22.805975
MNE,MNE1972,1972,1972,-0.046377972,1.37,1,8.6156
MNG,MNG1972,1972,1972,0.220700306,3.28,1,-0.256438333
MNP,MNP1972,1972,1972,-0.190271944,,1,27.158316667
MOZ,MOZ1972,1972,1972,-0.1220225,3.3,1,23.476575
MRT,MRT1972,1972,1972,-0.610718889,0.45,1,27.08615
MSR,MSR1972,1972,1972,-0.257256111,0.01,1,25.257975
MTQ,MTQ1972,1972,1972,-0.513120556,0.78,1,23.862858333
MUS,MUS1972,1972,1972,0.133343611,0.69,1,22.805758333
MWI,MWI1972,1972,1972,-0.045959444,0.55,1,21.78375
MYS,MYS1972,1972,1972,0.145220278,17.9,1,25.3267
MYT,MYT1972,1972,1972,-0.099446667,,1,26.061325
NAM,NAM1972,1972,1972,0.212713056,,1,20.320316667
NCL,NCL1972,1972,1972,-0.298811944,1.7,1,21.620216667
NER,NER1972,1972,1972,0.549284444,0.25,1,27.750858333
NFK,NFK1972,1972,1972,-0.183871667,,1,18.616666667
NGA,NGA1972,1972,1972,0.121869444,41.39,1,26.890733333
NIC,NIC1972,1972,1972,-0.111023056,1.6,1,24.569675
NIU,NIU1972,1972,1972,-0.082777500,0,1,24.345808333
NLD,NLD1972,1972,1972,-0.366030444,157.67,1,8.955559167
NOR,NOR1972,1972,1972,0.963914417,29.4,1,1.727271667
NPL,NPL1972,1972,1972,-0.059658500,0.27,1,12.011075
NRU,NRU1972,1972,1972,-0.146403611,0.08,1,27.566633333
NZL,NZL1972,1972,1972,-0.203483861,16.18,1,9.734540833
OMN,OMN1972,1972,1972,-0.187135278,2.09,1,25.356633333
PAK,PAK1972,1972,1972,-0.574983861,18.91,1,19.394964167
PAN,PAN1972,1972,1972,0.388863611,2.8,1,25.528225
PCN,PCN1972,1972,1972,-0.288614167,,1,20.566641667
PER,PER1972,1972,1972,0.543020278,18.16,1,20.028958333
PHL,PHL1972,1972,1972,-0.195590833,26.42,1,25.291358333
PLW,PLW1972,1972,1972,0.006372222,,1,27.600966667
PNG,PNG1972,1972,1972,-0.312995556,1.27,1,24.69115
POL,POL1972,1972,1972,0.096581833,329.68,1,7.925785833
PRI,PRI1972,1972,1972,0.124370833,,1,25.264725
PRK,PRK1972,1972,1972,-0.169276861,89.53,1,5.248289167
PRT,PRT1972,1972,1972,-1.030512944,18.33,1,13.770238333
PRY,PRY1972,1972,1972,0.154138889,0.71,1,23.63715
PSE,PSE1972,1972,1972,-0.519829861,,1,18.673225
PYF,PYF1972,1972,1972,0.051205278,0.22,1,24.184216667
QAT,QAT1972,1972,1972,-0.653590556,10.78,1,26.402566667
REU,REU1972,1972,1972,0.2776475,0.35,1,20.57235
ROM,ROM1972,1972,1972,0.202980750,,1,9.030923333
RUS,RUS1972,1972,1972,-0.502206528,1618.68,1,-6.8648725
RWA,RWA1972,1972,1972,0.113271667,0.07,1,19.291125
SAU,SAU1972,1972,1972,-0.613670000,70.29,1,23.995825
SDN,SDN1972,1972,1972,-0.342637500,4.93,1,26.473583333
SEN,SEN1972,1972,1972,0.032378333,1.45,1,27.993075
SGP,SGP1972,1972,1972,-0.285498333,22.22,1,26.641608333
SHN,SHN1972,1972,1972,0,,1,18.087483333
SJM,SJM1972,1972,1972,2.337249028,,1,-6.6124125
SLB,SLB1972,1972,1972,-0.154329167,0.05,1,25.408875
SLE,SLE1972,1972,1972,-0.007254722,0.68,1,25.909033333
SLV,SLV1972,1972,1972,0.247295278,1.68,1,23.972891667
SMR,SMR1972,1972,1972,0.055362472,,1,11.685256667
SOM,SOM1972,1972,1972,0.026687500,0.23,1,26.81
SRB,SRB1972,1972,1972,0.093960556,31.03,1,10.207790833
STP,STP1972,1972,1972,-0.387993333,0.01,1,23.1145
SUR,SUR1972,1972,1972,-0.358132222,1.74,1,25.393166667
SVK,SVK1972,1972,1972,0.158325556,52.3,1,7.76176
SVN,SVN1972,1972,1972,-0.103398722,8.92,1,8.459254167
SWE,SWE1972,1972,1972,0.867953528,84.71,1,2.365194167
SWZ,SWZ1972,1972,1972,-0.420033611,0.38,1,19.407466667
SYC,SYC1972,1972,1972,0.057016389,0.04,1,27.12585
SYR,SYR1972,1972,1972,-1.050257889,7.76,1,16.627320833
TCA,TCA1972,1972,1972,0.038580278,,1,25.88925
TCD,TCD1972,1972,1972,0.175973611,0.12,1,26.829891667
TGO,TGO1972,1972,1972,-0.401461111,0.4,1,26.586666667
THA,THA1972,1972,1972,0.107558333,21.82,1,26.290633333
TJK,TJK1972,1972,1972,-1.119742194,5.7,1,2.253979167
TKL,TKL1972,1972,1972,-0.243985000,,1,27.910366667
TKM,TKM1972,1972,1972,-1.772905083,25.72,1,13.3717675
TLS,TLS1972,1972,1972,-0.043243333,,1,25.16305
TON,TON1972,1972,1972,-0.195085556,0.02,1,24.443766667
TTO,TTO1972,1972,1972,-0.362437222,8.24,1,25.807675
TUN,TUN1972,1972,1972,-0.423945056,4.73,1,18.909381667
TUR,TUR1972,1972,1972,-0.843151278,53.81,1,10.251475
TUV,TUV1972,1972,1972,-0.022377222,,1,28.101116667
TZA,TZA1972,1972,1972,-0.043071667,2.17,1,22.247133333
UGA,UGA1972,1972,1972,-0.119556667,1.38,1,22.4218
UKR,UKR1972,1972,1972,0.369037972,491.31,1,8.551519167
URY,URY1972,1972,1972,0.021435222,6.07,1,17.652733333
USA,USA1972,1972,1972,-0.522721500,4561.22,1,6.316419167
UZB,UZB1972,1972,1972,-1.885320056,87.07,1,10.426293333
VCT,VCT1972,1972,1972,-0.550702778,0.04,1,26.256641667
VEN,VEN1972,1972,1972,-0.155219167,62.53,1,25.210041667
VGB,VGB1972,1972,1972,-0.320749444,0.02,1,25.288875
VIR,VIR1972,1972,1972,-0.319924444,,1,25.281575
VNM,VNM1972,1972,1972,-0.041931667,23.04,1,23.990658333
VUT,VUT1972,1972,1972,-0.615043611,0.06,1,23.091675
WLF,WLF1972,1972,1972,-0.220309722,,1,26.557333333
WSM,WSM1972,1972,1972,-0.225672778,0.04,1,26.514275
XRK,XRK1972,1972,1972,0.092537944,,1,8.941205
YEM,YEM1972,1972,1972,-0.240048889,1.49,1,23.1113
ZAF,ZAF1972,1972,1972,0.060132056,171.59,1,17.68135
ZAR,ZAR1972,1972,1972,-0.031685556,,1,24.015708333
ZMB,ZMB1972,1972,1972,-0.031637500,4.06,1,21.537366667
ZWE,ZWE1972,1972,1972,-0.204767222,8.22,1,20.877925
ABW,ABW1973,1973,1973,-0.003893333,0.87,1,27.839508333
ANT,ANT1973,1973,1973,-0.028636111,,1,27.779483333
ARE,ARE1973,1973,1973,0.048381389,30.61,1,26.905375
ARM,ARM1973,1973,1973,-1.0383665,4.73,1,6.244463333
AUS,AUS1973,1973,1973,0.470387500,170.85,1,22.002391667
AUT,AUT1973,1973,1973,-0.213274056,60.12,1,5.952189167
AZE,AZE1973,1973,1973,-0.529333833,45.65,1,10.654833333
BDI,BDI1973,1973,1973,0.199065556,0.07,1,20.321816667
BEL,BEL1973,1973,1973,0.112502222,138.76,1,9.627505833
BEN,BEN1973,1973,1973,0.038746111,0.38,1,27.48625
BFA,BFA1973,1973,1973,0.424153611,0.17,1,28.615458333
BGD,BGD1973,1973,1973,-0.012066667,4.55,1,25.086866667
BGR,BGR1973,1973,1973,-0.360494056,68.77,1,10.177046667
BHR,BHR1973,1973,1973,-0.197523889,5.52,1,26.81175
BHS,BHS1973,1973,1973,-0.099663056,7.87,1,24.6305
BIH,BIH1973,1973,1973,-0.229375889,12.85,1,9.244621667
BLR,BLR1973,1973,1973,0.045858028,70.96,1,6.347745833
BLZ,BLZ1973,1973,1973,0.195161111,0.15,1,25.23905
BMU,BMU1973,1973,1973,-0.214474444,0.43,1,21.133283333
BOL,BOL1973,1973,1973,0.154541944,3.46,1,21.093941667
BRA,BRA1973,1973,1973,0.152053056,132.35,1,25.072158333
BRB,BRB1973,1973,1973,0.080919167,0.48,1,26.21865
BRN,BRN1973,1973,1973,0.343243333,9.97,1,25.621291667
BTN,BTN1973,1973,1973,0.113735167,0,1,11.65361
BWA,BWA1973,1973,1973,0.180569444,0.05,1,21.658808333
CAF,CAF1973,1973,1973,0.180518333,0.16,1,25.064141667
CAN,CAN1973,1973,1973,0.691454778,381.31,1,-6.226738333
CCK,CCK1973,1973,1973,0.229729167,,1,26.66665
CHE,CHE1973,1973,1973,-0.274493722,46.23,1,5.475146667
CHL,CHL1973,1973,1973,-0.338744083,27.63,1,7.9172925
CHN,CHN1973,1973,1973,0.228374028,967.75,1,6.528764167
CIV,CIV1973,1973,1973,0.191996389,3.21,1,26.475766667
CMR,CMR1973,1973,1973,0.298110000,0.9,1,24.846908333
COG,COG1973,1973,1973,0.037098333,1.22,1,24.59825
COK,COK1973,1973,1973,0.725981111,0.01,1,24.821783333
COL,COL1973,1973,1973,0.021189444,33.67,1,24.402783333
COM,COM1973,1973,1973,-0.028277500,0.03,1,25.289591667
CPV,CPV1973,1973,1973,-0.065515278,0.06,1,22.802733333
CRI,CRI1973,1973,1973,0.080202778,2.04,1,24.458891667
CUB,CUB1973,1973,1973,-0.119636667,22.38,1,25.101066667
CXR,CXR1973,1973,1973,0.214696667,0.06973,1,25.874958333
CYM,CYM1973,1973,1973,-0.183596944,0.06,1,26.791658333
CYP,CYP1973,1973,1973,0.452254556,2.5,1,19.20785
CZE,CZE1973,1973,1973,0.001062556,164.25,1,7.809774167
DEU,DEU1973,1973,1973,-0.001202833,1086.61,1,8.443021667
DJI,DJI1973,1973,1973,0.335476667,0.18,1,28.055791667
DMA,DMA1973,1973,1973,-0.210581667,0.03,1,24.112691667
DNK,DNK1973,1973,1973,0.422480000,59.22,1,8.189811667
DOM,DOM1973,1973,1973,0.252695278,5.96,1,24.18215
ECU,ECU1973,1973,1973,-0.473585556,5.26,1,20.941316667
EGY,EGY1973,1973,1973,-0.235831944,23.78,1,21.942641667
ERI,ERI1973,1973,1973,0.208026111,0,1,26.414475
ESH,ESH1973,1973,1973,-0.299242778,,1,23.184266667
ESP,ESP1973,1973,1973,-0.289606778,155.24,1,12.797545833
EST,EST1973,1973,1973,0.352312111,19.38,1,5.427511667
ETH,ETH1973,1973,1973,0.360823611,1.75,1,22.841483333
FIN,FIN1973,1973,1973,0.154548167,49.35,1,1.467348333
FJI,FJI1973,1973,1973,-0.009537778,0.63,1,24.15315
FLK,FLK1973,1973,1973,-0.207497806,0.01,1,5.743334167
FRA,FRA1973,1973,1973,-0.111509361,516.18,1,10.44454
FRO,FRO1973,1973,1973,-0.289808,0.25,1,5.807463333
FSM,FSM1973,1973,1973,0.103222778,,1,27.161683333
GAB,GAB1973,1973,1973,-0.108373056,5.31,1,24.8368
GBR,GBR1973,1973,1973,0.119031,659.49,1,8.466414167
GEO,GEO1973,1973,1973,-0.706733028,12.45,1,5.777169167
GHA,GHA1973,1973,1973,0.204852222,2.47,1,27.405
GIB,GIB1973,1973,1973,-0.280618056,0.08,1,16.537075
GIN,GIN1973,1973,1973,0.263625556,0.8,1,25.945541667
GLP,GLP1973,1973,1973,-0.066340278,0.41,1,24.611091667
GMB,GMB1973,1973,1973,0.084476667,0.06,1,27.409958333
GNB,GNB1973,1973,1973,0.100689167,0.11,1,26.863691667
GNQ,GNQ1973,1973,1973,0.086566944,0.03,1,24.622275
GRC,GRC1973,1973,1973,-0.297965694,37.23,1,13.482340833
GRD,GRD1973,1973,1973,-0.191103611,0.05,1,26.474991667
GRL,GRL1973,1973,1973,-0.290035833,0.56,1,-18.537183333
GTM,GTM1973,1973,1973,0.280975833,2.93,1,23.548875
GUF,GUF1973,1973,1973,-0.402301667,0.12,1,25.230358333
GUM,GUM1973,1973,1973,0.037826389,,1,27.442283333
GUY,GUY1973,1973,1973,-0.321994444,1.8,1,25.421308333
HND,HND1973,1973,1973,-0.204835278,1.51,1,23.23165
HRV,HRV1973,1973,1973,-0.241967694,14.01,1,10.1307075
HTI,HTI1973,1973,1973,0.049844167,0.42,1,24.562675
HUN,HUN1973,1973,1973,-0.146635861,73.01,1,9.760241667
IDN,IDN1973,1973,1973,0.214131111,49.09,1,25.978358333
IND,IND1973,1973,1973,0.144067500,224.16,1,24.259
IOT,IOT1973,1973,1973,0,,1,27.433333333
IRL,IRL1973,1973,1973,0.266575611,22.84,1,9.3969
IRN,IRN1973,1973,1973,-0.000985583,129.49,1,16.912474167
IRQ,IRQ1973,1973,1973,-0.097887889,30.62,1,21.340191667
ISL,ISL1973,1973,1973,-0.385809528,1.75,1,1.1156
ISR,ISR1973,1973,1973,-0.194002694,19.29,1,19.121283333
ITA,ITA1973,1973,1973,-0.121007222,354.03,1,11.595938333
JAM,JAM1973,1973,1973,0.106002778,8.29,1,24.980883333
JOR,JOR1973,1973,1973,-0.213498222,2.2,1,18.266034167
JPN,JPN1973,1973,1973,0.054124194,915,1,10.605671667
KAZ,KAZ1973,1973,1973,0.147318917,212.71,1,6.05392
KEN,KEN1973,1973,1973,0.433964167,3.92,1,24.828258333
KGZ,KGZ1973,1973,1973,0.381229139,9.11,1,2.677256667
KHM,KHM1973,1973,1973,0.290262778,0.13,1,27.152025
KIR,KIR1973,1973,1973,0.002427222,0.04,1,27.509591667
KNA,KNA1973,1973,1973,-0.161041111,,1,24.52915
KOR,KOR1973,1973,1973,0.273320667,73.03,1,10.9983875
KWT,KWT1973,1973,1973,-0.045823917,24.22,1,25.061725
LAO,LAO1973,1973,1973,0.298982778,0.52,1,23.604783333
LBN,LBN1973,1973,1973,0.075262750,7.17,1,15.742084167
LBR,LBR1973,1973,1973,0.319501944,1.48,1,25.602375
LBY,LBY1973,1973,1973,-0.428567722,14.58,1,21.493075
LCA,LCA1973,1973,1973,-0.323561667,0.08,1,25.402716667
LIE,LIE1973,1973,1973,-0.266490611,,1,2.409343333
LKA,LKA1973,1973,1973,0.178700556,3.69,1,26.928891667
LSO,LSO1973,1973,1973,-0.136114528,0,1,12.845265833
LTU,LTU1973,1973,1973,0.451717111,17.98,1,6.71322
LUX,LUX1973,1973,1973,0.100796167,14.16,1,8.9550725
LVA,LVA1973,1973,1973,0.337254250,11.48,1,5.962014167
MAC,MAC1973,1973,1973,0.318856389,0.22,1,22.928608333
MAR,MAR1973,1973,1973,-0.274208167,9.63,1,16.985695
MCO,MCO1973,1973,1973,0.030974611,,1,9.478873333
MDA,MDA1973,1973,1973,-0.152651278,17.02,1,9.398683333
MDG,MDG1973,1973,1973,-0.006064444,1.07,1,22.117391667
MDV,MDV1973,1973,1973,-0.003259444,0,1,27.73775
MEX,MEX1973,1973,1973,-0.092748889,144.17,1,20.388708333
MHL,MHL1973,1973,1973,0.056341111,,1,27.660616667
MKD,MKD1973,1973,1973,-0.540330694,9.2,1,9.232620833
MLI,MLI1973,1973,1973,0.008288333,0.27,1,28.296716667
MLT,MLT1973,1973,1973,0.100564083,0.81,1,18.668291667
MMR,MMR1973,1973,1973,0.125705278,4.11,1,22.921583333
MNE,MNE1973,1973,1973,-0.123532972,1.64,1,8.538445
MNG,MNG1973,1973,1973,0.466975306,3.48,1,-0.010163333
MNP,MNP1973,1973,1973,0.026378056,,1,27.374966667
MOZ,MOZ1973,1973,1973,0.035760833,3.56,1,23.634358333
MRT,MRT1973,1973,1973,-0.054127222,0.47,1,27.642741667
MSR,MSR1973,1973,1973,-0.104556111,0.01,1,25.410675
MTQ,MTQ1973,1973,1973,-0.266445556,0.95,1,24.109533333
MUS,MUS1973,1973,1973,0.107801944,0.68,1,22.780216667
MWI,MWI1973,1973,1973,0.095340556,0.57,1,21.92505
MYS,MYS1973,1973,1973,0.225170278,17.5,1,25.40665
MYT,MYT1973,1973,1973,-0.058921667,,1,26.10185
NAM,NAM1973,1973,1973,0.224654722,,1,20.332258333
NCL,NCL1973,1973,1973,0.697129722,2.6,1,22.616158333
NER,NER1973,1973,1973,0.311159444,0.33,1,27.512733333
NFK,NFK1973,1973,1973,0.682770000,,1,19.483308333
NGA,NGA1973,1973,1973,0.419102778,49.54,1,27.187966667
NIC,NIC1973,1973,1973,-0.210623056,1.83,1,24.470075
NIU,NIU1973,1973,1973,0.442222500,0,1,24.870808333
NLD,NLD1973,1973,1973,0.088675389,165.51,1,9.410265
